 QUESTION     FORCE
      Q41 1.3940636
      Q36 1.3228832
      Q34 1.1666885
      Q27 1.1582365
      Q39 1.1575574
      Q38 1.1356390
      Q33 1.1251778
      Q21 1.0955731
      Q16 1.0793468
      Q26 1.0734260
      Q37 1.0553903
      Q35 1.0413256
      Q30 1.0363763
      Q28 1.0246611
      Q24 1.0145597
      Q13 0.9907054
      Q32 0.9825087
      Q17 0.9788482
      Q40 0.9659796
      Q22 0.9176665
      Q31 0.9120475
      Q18 0.8996965
      Q42 0.8991679
      Q20 0.8978593
      Q11 0.8740881
      Q25 0.8708135
      Q29 0.8145491
      Q19 0.7730411
      Q10 0.7483533
       Q8 0.7055350
      Q14 0.6430377
       Q3 0.6177087
       Q6 0.6146248
       Q9 0.5489260
       Q5 0.5262456
       Q1 0.5230383
      Q12 0.5176458
       Q2 0.2574814
