 QUESTION     FORCE
      Q39 1.5544233
      Q36 1.4310823
      Q34 1.3323141
      Q28 1.2304850
      Q24 1.1559897
      Q33 1.1483126
      Q42 1.1441865
      Q21 1.1191865
      Q20 1.1143151
      Q26 1.0806070
      Q38 1.0598451
      Q37 1.0480392
      Q40 0.9744706
      Q30 0.9703184
      Q17 0.9625303
      Q13 0.9493391
      Q25 0.9464648
      Q35 0.9443385
      Q16 0.9250440
      Q27 0.8972411
      Q31 0.8842531
      Q29 0.8558257
      Q32 0.8382118
      Q22 0.8308062
      Q11 0.7603784
      Q10 0.6914504
      Q19 0.6754434
      Q18 0.6491635
       Q3 0.5827144
      Q14 0.5551107
       Q5 0.5412682
       Q6 0.5338500
       Q8 0.5298628
      Q12 0.5068372
       Q9 0.4887829
       Q2 0.3730264
       Q1 0.2658399
