 QUESTION     FORCE
      Q41 1.3655513
      Q33 1.2353367
      Q16 1.1589853
      Q34 1.1317496
      Q36 1.1267940
      Q32 1.1194006
      Q28 1.1172714
      Q21 1.0963636
      Q35 1.0393210
      Q38 1.0338986
      Q24 1.0287621
      Q13 1.0280629
      Q37 1.0212857
      Q25 1.0114270
      Q40 0.9610204
      Q31 0.9473287
      Q26 0.9471957
      Q29 0.9452143
      Q39 0.9397037
      Q22 0.9236103
      Q17 0.9234168
      Q20 0.9135333
      Q27 0.8908108
      Q30 0.8592873
      Q18 0.8568925
      Q42 0.7795062
      Q10 0.7696981
      Q19 0.7544226
       Q8 0.7141661
      Q14 0.7078798
       Q3 0.6766154
      Q11 0.6031434
       Q6 0.5277043
      Q12 0.5053685
       Q9 0.4883970
       Q1 0.4534519
       Q5 0.3794456
       Q2 0.3040409
