 QUESTION     FORCE
      Q15 1.3638475
      Q23 1.2214392
      Q39 1.2155671
      Q36 1.1818275
      Q38 1.1541146
      Q16 1.1102683
      Q34 1.0949659
      Q26 1.0676541
      Q28 1.0528094
      Q42 1.0392998
      Q37 1.0315604
       Q4 1.0237981
      Q33 1.0039555
      Q21 0.9969223
       Q7 0.9909684
      Q40 0.9905733
      Q35 0.9868613
      Q24 0.9856872
      Q19 0.9854206
      Q31 0.9764848
      Q41 0.9700958
       Q1 0.9601886
      Q32 0.9523364
      Q30 0.9424728
      Q20 0.9394866
      Q27 0.9324936
      Q18 0.9229477
      Q13 0.8968808
      Q17 0.8882587
      Q25 0.7298481
      Q22 0.7240646
      Q10 0.6997657
      Q11 0.6536478
       Q3 0.6064946
      Q29 0.5356294
       Q6 0.5126982
       Q9 0.5050226
       Q8 0.4796746
      Q14 0.4314903
       Q2 0.3730744
      Q12 0.3261368
       Q5 0.3176394
